"part_number","material","material_name","relative_permeability","al_nh_per_turn2","od_in","id_in","ht_in","od_mm","id_mm","ht_mm","ae_cm2","le_cm","ve_cm3","fmax_mhz","stock_qty","analyzer_url"
"MS-171090-2","MS","MS - Sendust","90","138","1.709","1.039","0.638","43.4086","26.3906","16.2052","1.308","10.7","14","0.88",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-171090-2"
"MS-171125-2","MS","MS - Sendust","125","191","1.709","1.039","0.638","43.4086","26.3906","16.2052","1.308","10.7","14","0.54",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-171125-2"
"MS-171147-2","MS","MS - Sendust","147","225","1.709","1.039","0.638","43.4086","26.3906","16.2052","1.308","10.7","14","0.45",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-171147-2"
"MS-171160-2","MS","MS - Sendust","160","245","1.709","1.039","0.638","43.4086","26.3906","16.2052","1.308","10.7","14","0.41",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-171160-2"
"MS-185014-2","MS","MS - Sendust","14","20","1.84","1.13","0.6","46.736","28.702","15.24","1.34","11.6","15.6","6.6","30","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-185014-2"
"MS-185026-2","MS","MS - Sendust","26","37","1.84","1.13","0.6","46.736","28.702","15.24","1.34","11.6","15.6","3.1","740","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-185026-2"
"MS-185040-2","MS","MS - Sendust","40","57","1.84","1.13","0.6","46.736","28.702","15.24","1.34","11.6","15.6","1.7","260","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-185040-2"
"MS-185060-2","MS","MS - Sendust","60","86","1.84","1.13","0.6","46.736","28.702","15.24","1.34","11.6","15.6","1.4","371","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-185060-2"
"MS-185075-2","MS","MS - Sendust","75","107","1.84","1.13","0.6","46.736","28.702","15.24","1.34","11.6","15.6","1.1","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-185075-2"
"MS-185090-2","MS","MS - Sendust","90","128","1.84","1.13","0.6","46.736","28.702","15.24","1.34","11.6","15.6","0.88","309","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-185090-2"
"MS-185125-2","MS","MS - Sendust","125","178","1.84","1.13","0.6","46.736","28.702","15.24","1.34","11.6","15.6","0.54","221","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-185125-2"
"MS-185147-2","MS","MS - Sendust","147","210","1.84","1.13","0.6","46.736","28.702","15.24","1.34","11.6","15.6","0.45","64","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-185147-2"
"MS-185160-2","MS","MS - Sendust","160","228","1.84","1.13","0.6","46.736","28.702","15.24","1.34","11.6","15.6","0.41",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-185160-2"
"MS-184014-2","MS","MS - Sendust","14","32","1.84","0.95","0.71","46.736","24.13","18.034","1.99","10.7","21.4","6.6","201","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-184014-2"
"MS-184026-2","MS","MS - Sendust","26","59","1.84","0.95","0.71","46.736","24.13","18.034","1.99","10.7","21.4","3.1","4681","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-184026-2"
"MS-184040-2","MS","MS - Sendust","40","90","1.84","0.95","0.71","46.736","24.13","18.034","1.99","10.7","21.4","1.7","92","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-184040-2"
"MS-184060-2","MS","MS - Sendust","60","135","1.84","0.95","0.71","46.736","24.13","18.034","1.99","10.7","21.4","1.4","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-184060-2"
"MS-184075-2","MS","MS - Sendust","75","169","1.84","0.95","0.71","46.736","24.13","18.034","1.99","10.7","21.4","1.1","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-184075-2"
"MS-184090-2","MS","MS - Sendust","90","202","1.84","0.95","0.71","46.736","24.13","18.034","1.99","10.7","21.4","0.88","50","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-184090-2"
"MS-184125-2","MS","MS - Sendust","125","281","1.84","0.95","0.71","46.736","24.13","18.034","1.99","10.7","21.4","0.54","520","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-184125-2"
"MS-184147-2","MS","MS - Sendust","147","330","1.84","0.95","0.71","46.736","24.13","18.034","1.99","10.7","21.4","0.45",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-184147-2"
"MS-184160-2","MS","MS - Sendust","160","360","1.84","0.95","0.71","46.736","24.13","18.034","1.99","10.7","21.4","0.41","150","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-184160-2"
"MS-200014-2","MS","MS - Sendust","14","17","2","1.25","0.53","50.8","31.75","13.462","1.25","12.7","15.9","6.6","154","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-200014-2"
"MS-200026-2","MS","MS - Sendust","26","32","2","1.25","0.53","50.8","31.75","13.462","1.25","12.7","15.9","3.1","463","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-200026-2"
"MS-200040-2","MS","MS - Sendust","40","49","2","1.25","0.53","50.8","31.75","13.462","1.25","12.7","15.9","1.7","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-200040-2"
"MS-200060-2","MS","MS - Sendust","60","73","2","1.25","0.53","50.8","31.75","13.462","1.25","12.7","15.9","1.4","494","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-200060-2"
"MS-200075-2","MS","MS - Sendust","75","91","2","1.25","0.53","50.8","31.75","13.462","1.25","12.7","15.9","1.1","50","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-200075-2"
"MS-200090-2","MS","MS - Sendust","90","109","2","1.25","0.53","50.8","31.75","13.462","1.25","12.7","15.9","0.88","162","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-200090-2"
"MS-200125-2","MS","MS - Sendust","125","152","2","1.25","0.53","50.8","31.75","13.462","1.25","12.7","15.9","0.54","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-200125-2"
"MS-200147-2","MS","MS - Sendust","147","179","2","1.25","0.53","50.8","31.75","13.462","1.25","12.7","15.9","0.45",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-200147-2"
"MS-200160-2","MS","MS - Sendust","160","195","2","1.25","0.53","50.8","31.75","13.462","1.25","12.7","15.9","0.41",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-200160-2"
"MS-199014-2","MS","MS - Sendust","14","41","2","0.975","0.82","50.8","24.765","20.828","2.65","11.4","30.2","6.6",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-199014-2"
"MS-199026-2","MS","MS - Sendust","26","76","2","0.975","0.82","50.8","24.765","20.828","2.65","11.4","30.2","3.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-199026-2"
"MS-199040-2","MS","MS - Sendust","40","117","2","0.975","0.82","50.8","24.765","20.828","2.65","11.4","30.2","1.7",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-199040-2"
"MS-199060-2","MS","MS - Sendust","60","175","2","0.975","0.82","50.8","24.765","20.828","2.65","11.4","30.2","1.4",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-199060-2"
"MS-199075-2","MS","MS - Sendust","75","219","2","0.975","0.82","50.8","24.765","20.828","2.65","11.4","30.2","1.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-199075-2"
"MS-199090-2","MS","MS - Sendust","90","263","2","0.975","0.82","50.8","24.765","20.828","2.65","11.4","30.2","0.88",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-199090-2"
"MS-199125-2","MS","MS - Sendust","125","366","2","0.975","0.82","50.8","24.765","20.828","2.65","11.4","30.2","0.54",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-199125-2"
"MS-199147-2","MS","MS - Sendust","147","430","2","0.975","0.82","50.8","24.765","20.828","2.65","11.4","30.2","0.45",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-199147-2"
"MS-199160-2","MS","MS - Sendust","160","468","2","0.975","0.82","50.8","24.765","20.828","2.65","11.4","30.2","0.41",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-199160-2"
"MS-225014-2","MS","MS - Sendust","14","18","2.25","1.4","0.55","57.15","35.56","13.97","1.44","14.3","20.6","6.6","130","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-225014-2"
"MS-225026-2","MS","MS - Sendust","26","33","2.25","1.4","0.55","57.15","35.56","13.97","1.44","14.3","20.6","3.1","417","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-225026-2"
"MS-225040-2","MS","MS - Sendust","40","50","2.25","1.4","0.55","57.15","35.56","13.97","1.44","14.3","20.6","1.7","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-225040-2"
"MS-225060-2","MS","MS - Sendust","60","75","2.25","1.4","0.55","57.15","35.56","13.97","1.44","14.3","20.6","1.4","1447","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-225060-2"
"MS-225075-2","MS","MS - Sendust","75","94","2.25","1.4","0.55","57.15","35.56","13.97","1.44","14.3","20.6","1.1","48","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-225075-2"
"MS-225090-2","MS","MS - Sendust","90","112","2.25","1.4","0.55","57.15","35.56","13.97","1.44","14.3","20.6","0.88","30","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-225090-2"
"MS-225125-2","MS","MS - Sendust","125","156","2.25","1.4","0.55","57.15","35.56","13.97","1.44","14.3","20.6","0.54","743","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-225125-2"
"MS-225147-2","MS","MS - Sendust","147","185","2.25","1.4","0.55","57.15","35.56","13.97","1.44","14.3","20.6","0.45",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-225147-2"
"MS-225160-2","MS","MS - Sendust","160","200","2.25","1.4","0.55","57.15","35.56","13.97","1.44","14.3","20.6","0.41","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-225160-2"
"MS-226014-2","MS","MS - Sendust","14","32","2.25","1.039","0.6","57.15","26.3906","15.24","2.29","12.5","28.6","6.6","130","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226014-2"
"MS-226026-2","MS","MS - Sendust","26","60","2.25","1.039","0.6","57.15","26.3906","15.24","2.29","12.5","28.6","3.1","1725","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226026-2"
"MS-226040-2","MS","MS - Sendust","40","92","2.25","1.039","0.6","57.15","26.3906","15.24","2.29","12.5","28.6","1.7","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226040-2"
"MS-226060-2","MS","MS - Sendust","60","138","2.25","1.039","0.6","57.15","26.3906","15.24","2.29","12.5","28.6","1.4","86","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226060-2"
"MS-226075-2","MS","MS - Sendust","75","172","2.25","1.039","0.6","57.15","26.3906","15.24","2.29","12.5","28.6","1.1","75","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226075-2"
"MS-226090-2","MS","MS - Sendust","90","207","2.25","1.039","0.6","57.15","26.3906","15.24","2.29","12.5","28.6","0.88","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226090-2"
"MS-226125-2","MS","MS - Sendust","125","287","2.25","1.039","0.6","57.15","26.3906","15.24","2.29","12.5","28.6","0.54","229","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226125-2"
"MS-226147-2","MS","MS - Sendust","147","338","2.25","1.039","0.6","57.15","26.3906","15.24","2.29","12.5","28.6","0.45",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226147-2"
"MS-226160-2","MS","MS - Sendust","160","368","2.25","1.039","0.6","57.15","26.3906","15.24","2.29","12.5","28.6","0.41","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226160-2"
"MS-226014-2H305","MS","MS - Sendust","14","64","2.25","1.039","1.2","57.15","26.3906","30.48","4.57","12.5","57.2","6.6","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226014-2H305"
"MS-226026-2H305","MS","MS - Sendust","26","120","2.25","1.039","1.2","57.15","26.3906","30.48","4.57","12.5","57.2","3.1","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226026-2H305"
"MS-226040-2H305","MS","MS - Sendust","40","184","2.25","1.039","1.2","57.15","26.3906","30.48","4.57","12.5","57.2","1.7","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226040-2H305"
"MS-226060-2H305","MS","MS - Sendust","60","276","2.25","1.039","1.2","57.15","26.3906","30.48","4.57","12.5","57.2","1.4","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226060-2H305"
"MS-226075-2H305","MS","MS - Sendust","75","344","2.25","1.039","1.2","57.15","26.3906","30.48","4.57","12.5","57.2","1.1","21562","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226075-2H305"
"MS-226090-2H305","MS","MS - Sendust","90","414","2.25","1.039","1.2","57.15","26.3906","30.48","4.57","12.5","57.2","0.88",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226090-2H305"
"MS-226125-2H305","MS","MS - Sendust","125","574","2.25","1.039","1.2","57.15","26.3906","30.48","4.57","12.5","57.2","0.54",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226125-2H305"
"MS-226147-2H305","MS","MS - Sendust","147","676","2.25","1.039","1.2","57.15","26.3906","30.48","4.57","12.5","57.2","0.45",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-226147-2H305"
"MS-250014-2","MS","MS - Sendust","14","48","2.5","1.235","0.984","63.5","31.369","24.9936","3.89","14.3","55.8","6.6","1100","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-250014-2"
"MS-250026-2","MS","MS - Sendust","26","89","2.5","1.235","0.984","63.5","31.369","24.9936","3.89","14.3","55.8","3.1","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-250026-2"
"MS-250040-2","MS","MS - Sendust","40","137","2.5","1.235","0.984","63.5","31.369","24.9936","3.89","14.3","55.8","1.7","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-250040-2"
"MS-250060-2","MS","MS - Sendust","60","206","2.5","1.235","0.984","63.5","31.369","24.9936","3.89","14.3","55.8","1.4","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-250060-2"
"MS-250075-2","MS","MS - Sendust","75","258","2.5","1.235","0.984","63.5","31.369","24.9936","3.89","14.3","55.8","1.1","123","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-250075-2"
"MS-250090-2","MS","MS - Sendust","90","310","2.5","1.235","0.984","63.5","31.369","24.9936","3.89","14.3","55.8","0.88","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-250090-2"
"MS-250125-2","MS","MS - Sendust","125","430","2.5","1.235","0.984","63.5","31.369","24.9936","3.89","14.3","55.8","0.54","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-250125-2"
"MS-250147-2","MS","MS - Sendust","147","506","2.5","1.235","0.984","63.5","31.369","24.9936","3.89","14.3","55.8","0.45","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-250147-2"
"MS-268014-2","MS","MS - Sendust","14","35","2.677","1.417","0.787","67.9958","35.9918","19.9898","3.14","15.8","49.7","6.6",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-268014-2"
"MS-268026-2","MS","MS - Sendust","26","65","2.677","1.417","0.787","67.9958","35.9918","19.9898","3.14","15.8","49.7","3.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-268026-2"
"MS-268040-2","MS","MS - Sendust","40","100","2.677","1.417","0.787","67.9958","35.9918","19.9898","3.14","15.8","49.7","1.7",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-268040-2"
"MS-268060-2","MS","MS - Sendust","60","143","2.677","1.417","0.787","67.9958","35.9918","19.9898","3.14","15.8","49.7","1.4","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-268060-2"
"MS-268075-2","MS","MS - Sendust","75","187","2.677","1.417","0.787","67.9958","35.9918","19.9898","3.14","15.8","49.7","1.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-268075-2"
"MS-268090-2","MS","MS - Sendust","90","225","2.677","1.417","0.787","67.9958","35.9918","19.9898","3.14","15.8","49.7","0.88",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-268090-2"
"MS-268125-2","MS","MS - Sendust","125","312","2.677","1.417","0.787","67.9958","35.9918","19.9898","3.14","15.8","49.7","0.54",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-268125-2"
"MS-268147-2","MS","MS - Sendust","147","367","2.677","1.417","0.787","67.9958","35.9918","19.9898","3.14","15.8","49.7","0.45",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-268147-2"
"MS-292014-2","MS","MS - Sendust","14","48","2.917","1.783","1.378","74.0918","45.2882","35.0012","4.94","18.4","90.9","6.6","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-292014-2"
"MS-292026-2","MS","MS - Sendust","26","89","2.917","1.783","1.378","74.0918","45.2882","35.0012","4.94","18.4","90.9","3.1","35","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-292026-2"
"MS-292040-2","MS","MS - Sendust","40","137","2.917","1.783","1.378","74.0918","45.2882","35.0012","4.94","18.4","90.9","1.7","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-292040-2"
"MS-292060-2","MS","MS - Sendust","60","206","2.917","1.783","1.378","74.0918","45.2882","35.0012","4.94","18.4","90.9","1.4","4241","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-292060-2"
"MS-292075-2","MS","MS - Sendust","75","257","2.917","1.783","1.378","74.0918","45.2882","35.0012","4.94","18.4","90.9","1.1","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-292075-2"
"MS-292090-2","MS","MS - Sendust","90","309","2.917","1.783","1.378","74.0918","45.2882","35.0012","4.94","18.4","90.9","0.88",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-292090-2"
"MS-292125-2","MS","MS - Sendust","125","429","2.917","1.783","1.378","74.0918","45.2882","35.0012","4.94","18.4","90.9","0.54","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-292125-2"
"MS-292147-2","MS","MS - Sendust","147","505","2.917","1.783","1.378","74.0918","45.2882","35.0012","4.94","18.4","90.9","0.45","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-292147-2"
"MS-300014-2","MS","MS - Sendust","14","16","3.063","1.938","0.5","77.8002","49.2252","12.7","1.77","19.6","34.8","6.6","104","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-300014-2"
"MS-300026-2","MS","MS - Sendust","26","30","3.063","1.938","0.5","77.8002","49.2252","12.7","1.77","19.6","34.8","3.1","59","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-300026-2"
"MS-300040-2","MS","MS - Sendust","40","45","3.063","1.938","0.5","77.8002","49.2252","12.7","1.77","19.6","34.8","1.7",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-300040-2"
"MS-300060-2","MS","MS - Sendust","60","68","3.063","1.938","0.5","77.8002","49.2252","12.7","1.77","19.6","34.8","1.4","31","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-300060-2"
"MS-300075-2","MS","MS - Sendust","75","85","3.063","1.938","0.5","77.8002","49.2252","12.7","1.77","19.6","34.8","1.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-300075-2"
"MS-300090-2","MS","MS - Sendust","90","102","3.063","1.938","0.5","77.8002","49.2252","12.7","1.77","19.6","34.8","0.88","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-300090-2"
"MS-300125-2","MS","MS - Sendust","125","142","3.063","1.938","0.5","77.8002","49.2252","12.7","1.77","19.6","34.8","0.54","209","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-300125-2"
"MS-300147-2","MS","MS - Sendust","147","167","3.063","1.938","0.5","77.8002","49.2252","12.7","1.77","19.6","34.8","0.45",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-300147-2"
"MS-301014-2","MS","MS - Sendust","14","19.9","3.063","1.938","0.625","77.8002","49.2252","15.875","2.22","19.6","43.5","6.6","124","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-301014-2"
"MS-301026-2","MS","MS - Sendust","26","37","3.063","1.938","0.625","77.8002","49.2252","15.875","2.22","19.6","43.5","3.1","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-301026-2"
"MS-301040-2","MS","MS - Sendust","40","57","3.063","1.938","0.625","77.8002","49.2252","15.875","2.22","19.6","43.5","1.7",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-301040-2"
"MS-301060-2","MS","MS - Sendust","60","85","3.063","1.938","0.625","77.8002","49.2252","15.875","2.22","19.6","43.5","1.4","1204","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-301060-2"
"MS-301075-2","MS","MS - Sendust","75","107","3.063","1.938","0.625","77.8002","49.2252","15.875","2.22","19.6","43.5","1.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-301075-2"
"MS-301090-2","MS","MS - Sendust","90","128","3.063","1.938","0.625","77.8002","49.2252","15.875","2.22","19.6","43.5","0.88",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-301090-2"
"MS-301125-2","MS","MS - Sendust","125","178","3.063","1.938","0.625","77.8002","49.2252","15.875","2.22","19.6","43.5","0.54","33","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-301125-2"
"MS-301147-2","MS","MS - Sendust","147","209","3.063","1.938","0.625","77.8002","49.2252","15.875","2.22","19.6","43.5","0.45","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-301147-2"
"MS-306014-2","MS","MS - Sendust","14","47","3.063","1.549","1.018","77.8002","39.3446","25.8572","4.78","17","81.5","6.6",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-306014-2"
"MS-306026-2","MS","MS - Sendust","26","88","3.063","1.549","1.018","77.8002","39.3446","25.8572","4.78","17","81.5","3.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-306026-2"
"MS-306040-2","MS","MS - Sendust","40","135","3.063","1.549","1.018","77.8002","39.3446","25.8572","4.78","17","81.5","1.7",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-306040-2"
"MS-306060-2","MS","MS - Sendust","60","205","3.063","1.549","1.018","77.8002","39.3446","25.8572","4.78","17","81.5","1.4","33","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-306060-2"
"MS-306075-2","MS","MS - Sendust","75","255","3.063","1.549","1.018","77.8002","39.3446","25.8572","4.78","17","81.5","1.1","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-306075-2"
"MS-306090-2","MS","MS - Sendust","90","306","3.063","1.549","1.018","77.8002","39.3446","25.8572","4.78","17","81.5","0.88","70","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-306090-2"
"MS-306125-2","MS","MS - Sendust","125","425","3.063","1.549","1.018","77.8002","39.3446","25.8572","4.78","17","81.5","0.54",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-306125-2"
"MS-306147-2","MS","MS - Sendust","147","500","3.063","1.549","1.018","77.8002","39.3446","25.8572","4.78","17","81.5","0.45",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-306147-2"
"MS-350014-2","MS","MS - Sendust","14","13","3.498","2.599","0.627","88.8492","66.0146","15.9258","1.83","24","43.9","6.6",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-350014-2"
"MS-350026-2","MS","MS - Sendust","26","24","3.498","2.599","0.627","88.8492","66.0146","15.9258","1.83","24","43.9","3.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-350026-2"
"MS-350040-2","MS","MS - Sendust","40","38","3.498","2.599","0.627","88.8492","66.0146","15.9258","1.83","24","43.9","1.7",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-350040-2"
"MS-350060-2","MS","MS - Sendust","60","57","3.498","2.599","0.627","88.8492","66.0146","15.9258","1.83","24","43.9","1.4",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-350060-2"
"MS-350075-2","MS","MS - Sendust","75","72","3.498","2.599","0.627","88.8492","66.0146","15.9258","1.83","24","43.9","1.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-350075-2"
"MS-350090-2","MS","MS - Sendust","90","86","3.498","2.599","0.627","88.8492","66.0146","15.9258","1.83","24","43.9","0.88",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-350090-2"
"MS-350125-2","MS","MS - Sendust","125","120","3.498","2.599","0.627","88.8492","66.0146","15.9258","1.83","24","43.9","0.54",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-350125-2"
"MS-350147-2","MS","MS - Sendust","147","141","3.498","2.599","0.627","88.8492","66.0146","15.9258","1.83","24","43.9","0.45",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-350147-2"
"MS-401014-2","MS","MS - Sendust","14","21.5","4","2.25","0.535","101.6","57.15","13.589","2.97","24.3","72.1","6.6",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-401014-2"
"MS-401026-2","MS","MS - Sendust","26","40","4","2.25","0.535","101.6","57.15","13.589","2.97","24.3","72.1","3.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-401026-2"
"MS-401040-2","MS","MS - Sendust","40","62","4","2.25","0.535","101.6","57.15","13.589","2.97","24.3","72.1","1.7","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-401040-2"
"MS-401060-2","MS","MS - Sendust","60","92.300003","4","2.25","0.535","101.6","57.15","13.589","2.97","24.3","72.1","1.4","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-401060-2"
"MS-401075-2","MS","MS - Sendust","75","115","4","2.25","0.535","101.6","57.15","13.589","2.97","24.3","72.1","1.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-401075-2"
"MS-401090-2","MS","MS - Sendust","90","139","4","2.25","0.535","101.6","57.15","13.589","2.97","24.3","72.1","0.88",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-401090-2"
"MS-401125-2","MS","MS - Sendust","125","192","4","2.25","0.535","101.6","57.15","13.589","2.97","24.3","72.1","0.54","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-401125-2"
"MS-401147-2","MS","MS - Sendust","147","226","4","2.25","0.535","101.6","57.15","13.589","2.97","24.3","72.1","0.45",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-401147-2"
"MS-400014-2","MS","MS - Sendust","14","25.6","4","2.25","0.65","101.6","57.15","16.51","3.52","24.3","85.5","6.6","120","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-400014-2"
"MS-400026-2","MS","MS - Sendust","26","47.400002","4","2.25","0.65","101.6","57.15","16.51","3.52","24.3","85.5","3.1","241","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-400026-2"
"MS-400040-2","MS","MS - Sendust","40","75","4","2.25","0.65","101.6","57.15","16.51","3.52","24.3","85.5","1.7",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-400040-2"
